longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-120.49573213741296,37.981787938545594,48,3937,1855,974,3241,5.25,266300
-118.89272927441556,33.922919097225055,35,952,2083,5643,617,10.51,495001
-115.24902000591595,40.172674675073964,45,1592,1804,3909,4183,13.59,708203
-118.08265052102352,38.52433379441069,46,6989,2514,10703,294,9.3,505307
-123.17634367128802,36.19263929465503,8,877,2273,2207,70,8.62,392708
-114.91408547892071,38.883566080994356,44,305,436,11845,443,3.67,153117
-118.04781114716296,34.98570585467506,22,4953,1544,9565,3864,11.16,607567
-120.98754762884285,35.78825868193052,21,2146,902,659,2105,10.98,563593
-122.95170839045959,41.17354178387203,26,5744,2760,8408,3565,14.55,784892
-116.37798709972623,35.27364739836807,40,1295,501,5069,2425,5.55,306355
-118.12446953047773,36.96258960336618,21,7185,2374,13355,1960,11.71,598414
-118.99405063655773,40.9162281028965,25,1982,1808,3146,339,7.36,395549
-115.37531846616838,39.199657906017435,41,4741,262,13956,2608,9.04,486962
-116.43248399930572,33.12533235820985,1,3457,90,143,410,12.52,604050
-122.82718420748317,33.92612164666511,6,6413,1195,608,1672,4.5,229825
-121.22031043933269,32.61378936916373,23,5069,2391,6207,4364,6.13,380598
-121.85516903626277,38.47697404605643,51,1761,649,13576,4144,11.94,587252
-116.88077922257033,36.752606933112034,23,4206,2074,3539,2503,9.2,489260
-124.01333435525277,33.80352634699041,43,9514,2638,4028,2065,2.75,181256
-118.62830756389198,41.55416007914421,43,4181,2080,5511,2090,7.31,390079
-116.69491479516347,37.52409800232829,23,9693,1832,13236,2094,9.42,516975
-115.54727300691204,34.81621589760229,32,5882,1901,14267,2850,13.78,737713
-120.91549924289228,37.250679604565796,30,5982,2548,1016,3020,4.04,250689
-116.10457666109299,38.93522733103737,13,1143,1829,11237,881,12.38,627073
-123.23925736096972,33.25741104113124,43,4750,2887,898,1843,3.26,168660
-115.85161899098544,35.12496289960066,18,9337,2431,5071,3742,4.77,273809
-123.0700138301869,40.13354526921838,23,800,1954,1860,1841,4.79,211981
-120.36123560277392,36.865446430489044,15,6576,2988,10625,2891,13.35,693691
-116.34515452757329,37.683290906523894,33,9809,2141,3375,4740,4.19,223216
-122.8448290294183,36.61279858079111,21,1724,193,918,2204,12.12,618996
-122.04831599186427,32.95309846027068,39,3966,382,10460,630,7.73,412249
-117.09858421333361,34.09970542810767,23,450,1047,5140,2903,14.99,771855
-117.12083317307741,36.7325468205612,27,9936,1469,12027,2286,12.83,666778
-117.91287776583161,34.5084352294886,45,278,104,3165,4226,11.49,552846
-117.38275761755031,33.010302659687575,44,3323,1380,3359,2205,13.25,709609
-118.90104658879014,40.47874333872766,18,9289,2967,1006,1394,10.06,522070
-121.82193744857419,41.77302169943433,24,7264,1496,12400,395,12.89,721844
-120.87921222522064,40.00347444430932,51,8617,1490,702,1936,5.03,276107
-122.52675892331368,40.57411611324092,47,1409,2894,4395,604,2.82,129706
-115.22915636421037,34.8170047962834,40,5353,2422,10925,3820,9.82,534621
-118.49274638054816,41.57949983957921,51,5098,1783,10083,4447,7.37,404977
-120.32545177569305,34.39307087890676,42,2378,1744,3627,249,7.26,407720
-119.71146173141291,41.49295451550485,7,7810,129,4643,2990,8.61,431723
-114.83927527029738,41.901249556219604,50,9095,1034,1911,3540,6.38,375147
-122.81035191271455,39.23731160207032,48,2744,2655,12203,356,9.95,510300
-118.46425248655136,41.772562516161045,20,5722,914,9132,3125,1.91,102575
-119.27087766399995,37.89936932572645,27,2570,2814,11434,1706,14.59,779979
-118.21099947623614,34.98228817968701,6,3481,1637,12977,2742,13.98,721111
-124.16817375443875,36.652131284113494,27,4910,521,8063,1814,14.13,729793
-115.59387595420073,38.12540840191438,9,528,2171,5349,325,6.43,333220
-114.99153244386453,33.22769749867421,45,5779,1626,10382,3411,8.68,428327
-118.67606283676434,38.396250120048286,31,4428,1552,4715,1451,14.38,716167
-117.355625728276,41.772883443933196,21,6994,638,9328,4783,13.68,712317
-115.08810621297995,34.32891298446488,26,320,1460,9016,1825,12.17,616428
-117.24932411149348,39.99832004427369,40,6949,1955,6866,3431,7.0,410237
-122.81850800914081,41.08332764946622,48,1164,613,9279,4100,9.12,444121
-118.5640648639252,41.42023198843828,45,4424,516,902,3510,12.2,609854
-118.25858093431613,41.57487603745526,13,3875,648,2682,1930,5.19,288903
-120.09172806012404,37.446935200369055,49,5894,1694,6545,3885,9.96,524752
-116.95609987432778,41.73646741420005,23,2276,1041,3937,4328,12.68,606954
-114.96895517171909,39.666289049135074,20,7065,1982,8818,1894,11.05,569457
-115.05729213041597,34.061328214989814,37,5843,2834,1765,3427,7.97,424079
-119.82357271110251,37.0276300018636,28,8724,2345,9430,121,9.39,510035
-123.21309001975881,39.29949636025056,17,5449,1654,8751,1726,14.85,771542
-114.46219436241816,34.86747237185757,28,1516,116,7075,1345,9.63,463073
-115.92746321208283,38.568188877195034,41,1396,2670,2652,1093,12.11,609859
-123.0983866807192,38.81271050782869,2,3370,2800,7575,2675,11.31,601291
-115.10474749852159,34.071004589238605,25,9821,519,13319,3092,10.97,539852
-115.61624052489623,37.85745279018044,50,555,2590,14374,864,11.17,555627
-119.14086590645424,39.8010092323087,41,9918,1774,12712,2244,7.63,397850
-118.41359462512091,37.234608203283216,6,228,2760,12966,3550,7.9,395495
-120.3440128531439,32.65389032886317,11,1213,2383,2908,359,7.82,366969
-123.8001931462268,32.62505199403614,38,9219,1681,11190,2111,1.95,146276
-120.98461969387515,35.899646126757816,6,2224,2409,5733,4277,4.75,281152
-116.28935137607597,41.25548618394307,45,8690,2406,11535,1927,3.59,203360
-124.30349448903378,34.69184849606996,11,6039,824,12360,2852,13.47,687006
-121.00166831622091,38.509362312282576,14,5991,1186,14937,2536,5.21,281057
-120.35238631634692,34.629733943224146,2,954,2061,6196,4885,3.37,179643
-118.95454814650326,35.56691460269635,40,9161,2553,14769,3795,3.12,181424
-115.11464961121588,40.520076063149965,3,3935,1536,10623,844,10.95,559570
-120.87268621656574,39.3985861717602,35,1438,181,12862,4064,1.58,72800
-120.86658985296187,33.43770719951731,33,2106,979,13465,4403,7.86,394199
-116.94548746897813,36.574086017482344,24,7599,978,13869,3457,3.1,199603
-119.80973187346633,32.814487475901934,19,8161,2218,13990,2506,12.97,700326
-122.09496757768258,37.06517627953431,18,9956,1270,13831,1901,14.44,742243
-119.80750725802775,38.77350405010705,49,9610,1555,11977,1024,14.44,776580
-122.9357955153868,33.65510968805861,24,4801,683,8923,1097,7.47,460420
-122.57907465547751,35.25840727513525,45,9749,2994,13090,4416,10.2,589629
-119.34638756169562,36.2836426459753,35,1660,2869,2556,4287,9.6,475462
-120.14398848697434,41.19278694201343,1,7869,1112,9273,3839,6.23,353483
-115.16494715327627,41.88652969513009,36,1616,2663,5523,3071,7.49,381908
-120.71156525286901,32.96261532354875,25,7966,2609,14346,4419,2.37,167519
-118.52089296320844,39.701084560091644,45,1628,1234,12946,4079,12.24,611695
-118.00206654928792,36.03792346484605,49,4578,338,4417,514,4.75,255007
-124.21853165585313,36.23303153241941,43,7729,2297,1656,337,7.72,410028
-117.68808478495222,39.63763339919549,34,4674,1861,2305,3245,7.99,444778
-122.5625188926277,41.182392726488295,25,3271,577,12735,925,9.07,476074
-114.70085401260667,41.488238074268985,16,755,966,13570,2042,12.54,637146
-122.85742621335874,37.9707235346206,34,8747,1758,13276,2975,10.84,610102
-120.18717379778067,35.90051010901773,29,1763,1456,4055,1170,10.45,555978
-123.49308933249041,39.95083689793111,19,1240,1291,9213,496,8.61,457589
-114.34138251146669,34.901923016498245,23,2886,1160,13646,2882,2.8,178493
-119.30796209627432,37.847936611323405,19,2753,848,6905,3618,6.93,391518
-118.37233442610676,35.914223322949056,25,1979,1573,504,2946,14.42,711562
-123.67655216702018,38.71889840359111,16,275,61,13668,771,14.94,742401
-116.82039687719225,34.8021537703279,51,4526,882,13064,2213,11.36,604808
-122.24254784532032,34.34288961936471,9,6035,2938,12976,2632,4.57,240964
-115.33353493401523,41.180629805615865,1,5257,2740,1720,1401,2.88,163019
-122.29039800956065,33.49797265655514,42,2549,1291,14993,4030,7.1,371633
-122.43549528453678,37.301063911785704,19,2973,1722,3052,4552,13.06,663262
-123.98304133480512,34.618224687681916,33,2462,2203,8180,3434,11.25,576130
-119.6104478710956,32.90633095489453,34,3429,740,3218,1775,13.43,665737
-118.67899502204332,32.87893708012232,16,592,577,7480,743,9.81,492704
-123.69028526013933,34.18883687551583,44,1308,1545,14914,3463,3.26,172220
-116.5637027283821,40.696309035901464,40,4562,2943,6730,544,3.05,207610
-119.7989800991298,35.19812498082382,18,5388,942,9886,997,2.15,129067
-119.0851216959511,41.48382079511354,34,9002,436,665,72,9.16,490004
-119.92474202074018,38.01306577702832,25,5257,1299,14959,1178,4.78,279543
-120.32633886881172,36.64853952572409,45,4198,2578,4899,607,11.41,527995
-118.73121107366549,37.99863593423957,6,9064,1827,7770,1666,10.76,576973
-122.79138793085565,37.40213180497918,21,6766,457,2968,3780,5.79,313055
-122.52344156982747,39.68008454785643,6,3877,1726,9149,1706,3.89,219103
-115.69767236502429,35.19828798080454,32,5996,947,9576,4223,2.88,198904
-114.85100076017832,35.86220418495885,41,6563,760,8876,856,11.45,636340
-120.60197446455128,40.95342738683789,48,8323,2736,4427,3362,7.58,425553
-121.63172348163872,41.446155788745315,43,8422,1732,6513,4913,5.87,304576
-117.88424458588028,40.93897292064773,39,7890,2912,7714,503,13.06,682166
-120.2463089221751,36.48700562313832,31,1600,967,1345,3025,9.51,475408
-124.09512098917013,39.88323938329476,42,4271,2300,8343,2374,8.49,453199
-122.78222792244344,37.02231925036334,10,9008,466,10455,1497,11.54,623164
-117.16163882237213,37.22185000869482,30,2986,465,637,2611,12.51,626664
-117.73440362322208,34.46603982622904,18,7369,1521,640,2561,10.76,549812
-124.07795623526502,38.10253615366264,24,1070,1585,13430,2921,7.44,359978
-122.12139949419318,34.291538797859005,9,4396,134,914,412,6.62,334873
-122.03000904225576,35.66002381822229,31,9804,216,1515,3504,11.92,677451
-117.60419685426876,40.58583419724359,15,2939,2481,11130,2848,8.49,423801
-124.15210620094618,34.48858336467415,4,1140,2565,1752,4670,11.01,557402
-123.30474983687488,33.209599463482,40,540,1145,10957,3503,13.52,698068
-116.31884250285319,33.1893614464866,9,7622,859,12806,3305,13.86,735007
-122.55741159297449,41.39278233793425,45,4333,1594,4162,1267,5.25,262444
-117.79642907716718,37.31012132122086,9,859,1866,2456,1535,4.04,225996
-121.95864487829087,36.39256759579814,26,9952,2570,3910,2153,5.03,308343
-123.35160841669617,40.17036744728451,4,3657,1042,9155,2586,11.64,556575
-121.90855120236547,40.40512198163796,17,3175,1331,285,1905,6.5,365789
-117.09844000416918,35.66591762161784,16,9441,324,12648,4867,3.84,256672
-115.75880746021289,39.06694592082842,15,653,1823,1651,1257,2.83,151535
-116.0145925597474,39.796265697166255,35,8384,2587,13684,1498,5.92,370615
-120.3622773626307,38.70026296340863,5,5642,1806,10499,1557,3.34,212219
-117.64242522883072,33.96650965386893,5,1018,2423,7113,1053,3.61,208148
-122.29195767402516,40.78205981589551,20,5068,2626,861,975,10.73,582568
-121.40679678817942,37.61287974124584,15,212,941,12611,133,1.77,104700
-115.35078838204797,35.19806553214173,18,7927,138,9571,3792,3.09,158317
-124.2194606879522,36.5413972249687,47,1120,2583,12567,3977,12.9,617170
-123.49149435022113,32.893543960653716,2,5120,757,6263,1592,12.91,688116
-122.26282199833388,33.74322659950295,29,2618,2447,14035,1035,5.94,334723
-124.08361667310685,39.743794922354255,13,9706,436,13019,4281,2.69,168926
-122.52838823169843,32.54010948304799,4,6675,2184,7735,958,11.02,562099
-118.49626272786429,36.45988444601837,42,2217,2404,11986,2958,6.36,334338
-120.11889751205132,37.456820804015386,45,8157,1923,3381,4735,2.11,117243
-115.38757602078718,33.05410989220915,10,9620,1227,1636,2787,3.63,226222
-116.14286664014605,41.696665513569656,31,4992,489,6301,2636,3.35,185357
-120.91815378895332,34.667839367059415,41,7030,2837,3264,1193,9.45,503160
-121.74538872834982,35.402509951777404,8,2634,2361,2870,1381,13.62,731858
-120.53788822200063,35.40009904031981,3,3068,1026,10255,3398,12.21,613160
-118.42343877715133,34.708220790524265,48,1638,784,7499,1603,8.88,453258
-121.65864104613831,32.55386866583219,46,3743,2518,3945,2392,7.2,352471
-118.08354496519469,39.40313451236805,9,1981,2590,3535,1856,9.85,521212
-120.23950701199995,41.63801615311128,30,6543,682,4810,2150,7.49,403623
-118.80744630424611,34.650601677712274,11,2463,1042,661,855,4.82,276881
-119.97128964748141,38.77927407487021,35,411,2508,10713,4197,10.67,486412
-121.39356377419914,39.52124443668151,37,8899,222,4817,2825,13.29,707832
-114.82752879809995,40.52368281724184,42,6359,53,7723,121,6.53,360937
-116.683397826636,36.51694074389806,13,7227,2951,10427,77,12.86,697365
-122.94326371530481,35.39057982207644,36,531,1713,7287,518,7.32,355815
-115.63058152198495,35.601027211156726,13,7060,2065,13401,4033,6.92,397036
-119.45619076957487,39.24576674445701,12,8244,1545,10353,813,1.88,124671
-115.36869564198332,40.225894779818034,37,8369,1110,2280,1474,10.89,588220
-116.31945323028896,34.24898743658963,10,8942,2680,2060,2298,12.4,683149
-120.08085641512889,36.03055488676457,9,5920,1104,3979,3882,10.46,534004
-124.12440814446602,41.02725725140951,7,9333,430,5253,4965,3.54,238476
-121.65247931177514,40.1309860203275,2,927,1341,7135,4110,2.89,155833
-118.9119924848049,41.8075175699949,23,5175,2441,11571,4120,9.23,480701
-117.98987867294548,39.63747612360838,39,3443,1642,12176,1725,6.92,349850
-121.76080763825064,36.23996684167275,40,848,215,3370,609,7.29,326723
-122.95086501630884,38.097902017889545,39,5295,2797,4787,4524,14.57,753369
-115.96730042253503,38.76014413246729,21,6814,2439,682,3881,11.27,590929
-114.46660210573634,33.27826923154414,23,7335,1092,9905,1968,7.06,402457
-119.07207056968103,37.66371638516737,29,1209,1701,9393,128,1.76,104804
-122.62633997008302,39.21470899592726,14,1750,1257,388,4979,1.96,128152
-121.61603444174553,34.114493470649975,26,9195,594,5764,3697,10.74,605109
-124.16535760746343,39.88574446097449,51,7692,2289,8079,1081,12.81,742070
-115.17043998213259,38.03330186463779,5,3601,2417,3959,2122,11.05,580778
-123.16777912778298,41.50040700341437,31,7647,2677,3160,4595,6.98,370025
-118.5617745858369,32.93919382612685,25,5624,2572,11218,1534,1.92,140643
-121.59848558430045,35.036718954396946,31,4441,2734,13831,2295,14.56,782323
-118.78605285474143,38.20062200421135,50,3361,2524,12394,1600,14.82,767302
-117.80973930094729,35.33062877385781,20,4355,146,1283,4835,8.92,425289
-116.01939229077969,39.26273138391039,44,7678,2593,4435,4732,2.45,171997
-122.27753043152354,39.68223970853137,17,8919,2758,14374,1879,8.8,471997
-124.23960188026885,33.504675221865526,45,9415,1351,1546,3801,13.55,698136
-122.97566827410917,37.37537050818568,2,6817,2106,6779,4772,10.68,571818
-115.31381283584503,37.328660128111835,25,5860,506,10041,2081,11.22,559783
-115.57614362127235,36.014932047728244,13,8824,1868,6313,4509,2.65,197082
-118.3519724542101,41.318822956780615,39,1376,322,2003,3906,2.94,168497
-118.32081072124612,40.326834470007014,28,8156,1081,14651,2232,3.22,200046
-117.6730317875556,39.10074028376968,42,8792,257,11467,4519,13.71,718458
-122.58927236262056,39.26181364226633,6,2433,1987,7994,2144,8.6,438483
-115.1693040629134,36.88474891328145,3,4900,1710,9369,3953,12.19,613781
-120.14554393008359,41.20655844351878,35,6106,1196,2477,3082,3.06,181989
-120.50328917637505,39.07614297045342,18,8060,1106,947,1598,14.02,684410
-119.14006623896032,39.399711790181236,11,7726,1586,7470,417,12.59,669904
-123.87846169357844,40.648511404638924,20,5759,253,13699,114,4.53,257579
-122.68051497768896,35.11901365571002,5,6932,2615,14480,3349,13.3,716562
-116.94014249107924,40.134537205385676,19,2713,1882,11168,4899,5.06,272561
-123.51870137403172,34.37721407382059,22,8030,2614,6441,2085,4.27,273196
-118.29435282095746,35.7896677706244,19,7144,492,1339,2913,5.07,300160
-121.88669493879954,35.69809437467922,47,8110,738,5700,1926,13.78,750280
-120.44147203501855,41.747924657541816,16,5849,2947,9624,4901,13.86,774673
-121.45151488282217,40.600015275467996,24,1296,882,11798,2278,5.94,311880
-120.77904592669191,39.13800839756435,41,9320,2436,10671,646,11.02,601280
-117.13077911195018,39.38160412680082,4,2151,1511,4891,3656,10.62,565495
-121.36689797514332,37.829104995328194,15,9946,1209,12414,2724,12.39,659865
-118.66329741141915,41.45212317749117,25,9386,436,11529,3939,5.5,319546
-119.57045396192103,37.20979486462302,44,7999,2091,2465,3556,8.39,467914
-117.68674149975901,36.12067164987571,35,9004,2603,10704,1884,10.51,571968
-114.94422941717943,34.07416252052627,14,795,1398,11466,1445,1.85,97833
-116.99497614400909,39.93819518777656,49,8075,1768,5155,1636,6.59,387870
-122.1919985989488,39.451117400831315,19,9233,729,5722,161,10.89,556743
-124.0369213239847,36.15678091251211,38,4639,739,14256,502,4.91,309364
-121.71686899522976,32.777070025356345,36,6172,2982,472,2853,14.43,762078
-118.37541757576945,40.434964853826486,7,1058,1618,7883,2681,1.91,92784
-123.83368483261812,32.64744322430283,30,5719,2720,2049,2236,14.43,782656
-119.36648287809959,39.16181492630937,19,7585,1219,344,4398,4.43,261495
-118.35769779687443,41.670119402522204,49,8836,942,10132,2054,2.16,154777
-120.99419133619772,36.658393097874594,25,4517,1002,7895,1509,5.45,290790
-116.61004147439195,34.75109974101191,16,3654,1304,5872,1992,12.11,653123
-123.27975353853692,39.17283620450822,47,1230,833,11719,3543,11.66,588962
-123.59561667137247,40.229175816366656,40,9687,2096,14913,1907,4.32,253266
-117.03898488771583,37.68190927429254,51,8106,1921,224,111,4.16,268505
-119.37526718528977,41.63980194016034,8,1647,544,12924,1544,10.17,540394
-117.43843993986553,33.02620267080141,18,3050,796,11045,1230,7.68,431382
-119.98433352041839,37.29012658004561,28,8306,2534,2019,4951,12.2,664201
-121.87612358627936,39.3006516443052,16,7351,1904,9927,2838,1.83,151180
-116.12621273055103,40.657446833513774,19,9703,2442,9717,1925,9.74,530329
-116.32386457515145,34.2267953080523,42,7152,2647,9832,2258,11.36,624275
-117.37524743262155,40.068032763396246,17,4255,2917,630,4686,14.91,781625
-121.61766282221117,37.740973582511515,45,5602,2638,7949,4771,10.66,571619
-118.42408410463436,36.27157014752555,13,9481,2241,7029,155,4.63,247762
-120.72582207472213,33.77943841892927,7,1872,2685,4449,1204,2.96,149596
-123.43051598380059,40.68243309133287,27,4732,706,14556,3478,10.15,530245
-115.14017170235908,34.01994088897112,10,5124,1932,11395,4137,8.56,464251
-122.97634094557363,35.45510375515762,34,6285,2442,4856,1758,13.64,761439
-114.80961696763914,35.269328455766534,36,7934,2793,1901,2873,11.31,622354
-119.87210203950212,40.74000606173594,25,5064,1846,5256,3975,8.38,428119
-122.49126539446026,38.87013517550573,6,9516,317,7956,1958,6.95,385475
-118.90931448832129,40.03677194757081,24,1421,2266,5561,2099,6.96,382902
-115.58562380780086,34.89690292763741,18,3060,1812,9328,4514,4.56,232815
-116.99846214044801,38.42006527730186,23,8628,2130,5402,1324,1.73,150014
-116.25212607547104,37.92012970138268,6,9536,426,12020,995,9.26,513024
-117.7358149982244,40.37693384557763,29,3453,1635,7532,3954,4.37,232437
-117.39954329224076,41.06627923912866,25,3982,1513,14523,2277,4.31,225228
-115.8240756582842,32.65439521960221,17,7157,2490,12303,3846,3.19,134356
-121.84333319105377,38.88252743834324,46,966,538,6289,342,4.06,218625
-119.43617336502287,33.02777486971665,24,2881,771,11755,4729,1.93,89862
-122.12905720413119,37.70476003837792,11,7910,995,1242,2272,10.6,541182
-114.43381319971367,35.24662398030101,26,7682,2136,7176,4023,6.92,389365
-114.8716442295464,35.426767801503345,51,5286,1685,13942,2541,9.08,501020
-123.9541548138602,35.86133951748668,34,8164,1090,7714,2525,10.1,511883
-117.26602526794248,38.386361945556835,28,2865,2323,10047,4910,14.63,765892
-115.06050689314672,35.68341017694312,3,3713,2164,14353,3779,2.42,121500
-122.53702353492157,39.43469806605454,11,695,1727,4940,477,7.14,373453
-118.6478298852516,36.346602698250116,38,6022,2932,1729,3022,4.82,282688
-115.15849749221606,33.18320361491671,14,2272,1048,5162,156,7.94,404227
-124.00918237499857,39.91518011777545,51,7995,1827,862,3669,13.93,737072
-117.34790051684173,35.228985834417365,26,8729,2334,7005,4804,11.27,599220
-121.36461596597958,36.61233633702906,48,4149,1006,4989,3383,10.44,548015
-115.06906219841963,38.990026941118096,21,6233,1639,4939,4042,7.46,409259
-114.60057521853972,35.66841243876938,39,8528,1211,13457,1275,10.56,552162
-114.86956444930112,33.072471024340594,30,2755,2570,4057,4054,1.94,83618
-119.58888926475906,36.058597052390574,8,6570,1918,13919,4300,9.41,523517
-115.6950917840673,41.427261163153396,51,4615,602,657,3418,8.98,476155
-115.87072403870789,38.57872067857944,20,6159,1683,14382,945,6.18,357191
-121.1462312486377,38.85861878895842,48,9307,744,4721,3955,4.22,244126
-116.0276886395272,38.48977506573019,32,6193,366,939,1670,12.4,634476
-123.97844334745645,34.4125160276083,22,5221,2695,8294,3913,2.23,117368
-118.36345042004018,36.476521661202455,7,3107,817,9343,2342,2.44,133919
-122.04071127363146,39.606343502598826,9,3114,2983,9696,1435,7.45,392718
-123.13950846679612,33.493918965975226,45,4070,2658,8448,3949,4.91,254973
-123.57738985564274,35.15459462300419,1,9390,2021,7098,3642,11.56,656246
-117.35926069018348,35.14016281066368,29,5285,2355,10229,2483,10.06,516582
-120.93765536376861,36.6052981086643,8,6746,1553,14342,2856,11.93,635205
-117.07334161385124,41.765269852265966,4,595,2854,610,3433,5.88,279314
-123.69382233837861,33.175198964294765,35,1138,172,11696,1351,11.5,567227
-121.18448500818067,37.420976357121404,3,2710,2439,13074,808,13.14,668823
-118.9335074245516,34.2278216577349,45,4836,1918,1237,796,6.16,315527
-116.41113942501681,41.674066292305696,40,1849,1721,13800,642,6.09,315533
-121.14972487056201,33.60618597948544,7,3890,1132,5706,2936,13.65,710755
-118.06605058057242,36.33788543222258,27,3635,1778,12206,4161,2.17,148542
-115.45478340770867,39.483497707293644,1,3401,2357,11613,1118,6.23,306906
-118.16673359064966,39.169857167738265,27,4379,2046,4766,3357,3.1,180251
-122.01108687347352,36.5178764731719,16,8605,2192,9006,752,1.89,136286
-124.10501615317236,35.80079242043508,38,3437,1198,5534,4758,3.02,131221
-115.61420730603467,36.28153248218251,7,4062,2138,10578,154,7.32,363734
-124.1364551150621,35.0268396363228,44,258,1964,6546,1547,10.77,549288
-115.56799520625064,34.472182953230984,23,5138,303,2754,3883,5.41,269136
-119.0394711743668,37.085403554029156,41,3171,56,1090,445,12.97,662886
-114.92176030693052,35.06690264459618,11,9919,2825,7920,3567,7.41,377646
-116.3302163128324,35.24501426668312,42,8514,2166,12721,2703,14.57,769010
-114.33074153024529,38.72007455729558,33,9828,591,2260,3341,14.38,727069
-120.82885337286483,41.65393629129599,50,9554,138,5840,2060,11.94,632678
-116.64742957913148,38.22022605726372,36,3545,1988,4557,3931,14.09,713470
-120.3146136273632,33.26437678508133,37,2686,262,14268,4996,11.05,568390
-119.53204877214876,33.25124180636677,41,761,2931,10436,2038,13.59,678253
-118.04984514928756,41.49289250815678,17,4181,315,14369,4587,4.69,230686
-115.57828177356916,35.33750633679201,35,6461,2390,2163,1718,6.16,315960
-114.46980196923909,33.406350339036095,48,1937,1280,10895,4812,11.66,560402
-116.63653492480023,38.17700956508509,5,9296,2430,2077,1101,7.23,412109
-120.15562150703997,38.40853500371141,48,3754,1054,8667,2891,12.8,662017
-120.11957569713822,38.642430357316854,32,9326,2144,9033,4773,13.35,727518
-116.94467369204753,35.05625308213946,3,7295,671,12777,3634,5.55,303972
-121.95267745648624,32.68219153845821,47,8466,476,2767,397,12.62,638643
-123.2408399041608,41.620794626566585,35,494,259,9532,1313,3.58,175150
-120.7895935372866,34.90090355995328,14,8412,937,11762,4715,6.01,342780
-121.46612052379302,38.901407370574475,48,9430,1493,5019,2792,8.49,448355
-121.37506647062186,39.189387075558656,31,5530,203,10659,2123,4.56,234253
-122.0045781794589,38.28016979471796,31,4855,464,10535,3198,9.32,499293
-123.92738437605092,35.48445857955043,17,1309,1230,11841,1401,9.31,474057
-124.17054569527652,35.09101574791986,24,3971,1334,8709,2871,4.29,257012
-114.43326720705025,38.16405854023244,23,8763,818,7742,3877,12.24,690257
-120.05515773729194,40.68995991228602,18,6323,1032,8898,719,10.03,503058
-120.4913604625168,41.448764389169156,50,7847,1561,8859,4863,5.79,320357
-117.52634128176157,33.53657361943936,14,1374,628,643,2696,4.63,240842
-122.15873096583475,33.99693724454454,50,1364,2837,14666,316,13.36,682091
-114.81238971313974,41.42996819514878,15,9484,2260,983,1488,12.78,706737
-116.45509605526786,39.4707964986304,15,9675,1088,14956,2743,4.6,292947
-123.45231353678491,40.84897189164817,6,9237,2292,4898,1072,1.98,167953
-120.15748901111931,34.44677308721358,27,8912,591,8140,2087,12.36,663787
-115.52365219207587,38.069183047139475,15,4666,408,9515,614,9.81,501259
-114.86489049619425,39.13772358346843,50,5738,899,11185,1109,2.86,210689
-119.6572888270513,38.93985284205601,36,7311,476,5818,1474,9.43,511121
-118.19134965232449,36.38070741105563,8,8634,2594,2168,4173,7.6,418333
-122.67297918123556,32.684865930815214,15,3000,2925,7578,269,11.96,591555
-114.39866699358475,38.025334194528114,3,4807,535,8220,455,4.32,243224
-122.02401611811023,34.92168548368012,47,7462,1881,7920,1687,7.62,438399
-114.88497298768334,36.7768924562046,13,1741,1522,12001,2368,3.61,179195
-117.82754764411662,41.550837351938725,41,2965,1486,1886,1809,14.43,733657
-118.24832257941625,36.294922339015315,34,4691,379,5815,1724,12.01,628938
-119.20260734939426,40.442533118712255,24,3283,1805,9749,841,11.45,598358
-122.0340750903537,34.314167100100455,40,5556,2986,14806,3632,10.82,563583
-122.5776585586647,38.867853286415524,32,2057,1220,13971,1359,7.22,363412
-122.13631846093544,41.733635441270465,32,969,308,10206,3883,13.96,692629
-122.47815984807168,33.498814079214334,30,1622,2389,8369,4979,2.48,109978
-116.5229718853898,32.61829065635788,49,8798,192,11905,4462,12.34,645586
-120.83474239796602,36.6200140786729,13,3172,2066,1408,1380,4.41,220418
-123.76925952730349,33.41160579551337,1,2072,2844,8939,4496,5.87,273016
-114.62020959338625,39.582296730453336,34,5799,676,10479,560,8.51,474353
-115.47678971496721,41.14590292681494,15,2469,1438,8844,2622,12.07,623036
-115.03536707672006,36.62413735318942,44,5475,139,13385,3979,12.82,671219
-114.3611254606298,34.9744765526827,14,4949,769,8573,541,9.38,519835
-122.60409169783634,36.6277352318522,29,6771,530,9573,1667,6.94,395211
-120.3717301302173,39.34764396596851,34,9573,2181,10138,2106,14.28,746072
-116.73728570393092,32.62519966047129,18,5272,1150,13771,1570,4.83,291327
-117.36195299473992,38.086762041051,7,9831,722,10779,1633,12.34,685600
-122.80488510034785,38.31107475479024,29,5663,566,14705,1625,9.76,493956
-116.1590354250942,38.54064640329075,31,7650,2582,13545,3996,6.59,385805
-122.09661665875993,34.81742777262006,25,8620,1663,11085,1811,1.52,109755
-122.10287114718086,39.25923612698817,38,4159,831,12003,2041,7.53,417237
-118.95877679415013,33.39999388638201,14,1513,2201,12491,3229,5.24,262806
-118.3968830541893,34.415133866152594,8,8047,2085,4961,3376,2.91,175068
-118.52593447330838,40.79699313901868,27,1270,2436,14530,1096,2.51,123244
-123.43147215252654,39.49138484833699,2,9366,736,2876,2942,6.19,336886
-115.54029293919098,32.66934566324676,17,3485,1639,1696,2663,9.8,477817
-121.68337557240939,34.87722061007982,37,9149,949,579,3942,12.81,636265
